file,strehl,rms_err,fwhm,mjd,epoch,AIRMASS,ITIME,COADDS,FWINAME,AZ,DMGAIN,DTGAIN,XREF,YREF,XSTREHL,YSTREHL,WSFRRT,AOLBFWHM,LSAMPPWR,LGRMSWF,AOAOAMED,TUBETEMP,telem_file,telem_mjd,rms_mean,rms_std,mass_mjd,dimm_mjd,masspro_mjd,cfht_mjd,mass,dimm,masspro_half,masspro_1,masspro_2,masspro_4,masspro_8,masspro_16,masspro,wind_speed,wind_direction,temperature,relative_humidity,pressure
c0059.fits,0.21100000000000002,421.5,74.66,57112.59315,15marlgs,1.63803,2.8,10,Kp,157.88415,0.250,0.020,510.432,649.795,510.432,649.795,440,0.976503,13.271517,248.6,412,-0.5413,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0059_fullLGS_trs.sav,57112.59315508102,247.95604,64.96603,57112.5934375,57112.594155092585,57112.57458333334,57112.593055555546,0.22,0.35,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,17.0,299.0,-0.11,10.0,615.5
c0061.fits,0.161,457.2,82.57,57112.59462999999,15marlgs,1.63108,2.8,10,Kp,158.4231,0.250,0.020,510.145,649.372,510.145,649.372,440,0.933690,13.652378,201.6,422,-0.5475,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0061_fullLGS_trs.sav,57112.59463422454,268.81027,76.78526,57112.594513888886,57112.594155092585,57112.57458333334,57112.594444444454,0.22,0.35,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,16.0,299.0,-0.11,10.0,615.6
c0063.fits,0.166,453.3,82.72,57112.59609,15marlgs,1.62459,2.8,10,Kp,158.96139,0.250,0.020,510.615,649.230,510.615,649.230,440,0.969290,13.535190,172.7,388,-0.568,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0063_fullLGS_trs.sav,57112.596101331015,232.83766,63.788017,57112.5955787037,57112.59628472224,57112.57458333334,57112.59583333332,0.22,0.34,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,14.0,294.0,-0.11,10.0,615.6
c0065.fits,0.195,432.4,75.04,57112.59756,15marlgs,1.61815,2.8,10,Kp,159.50551,0.250,0.020,511.637,648.983,511.637,648.983,440,0.945017,13.886753,221.2,413,-0.5813,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0065_fullLGS_trs.sav,57112.59756918981,214.49026,46.50688,57112.59770833334,57112.59734953704,57112.57458333334,57112.597222222226,0.22,0.38,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,12.0,290.0,-0.08,10.0,615.6
c0067.fits,0.18600000000000003,438.8,79.17,57112.599010000005,15marlgs,1.61211,2.8,10,Kp,160.04647,0.250,0.020,511.157,648.979,511.157,648.979,440,0.933794,13.740268,190.9,427,-0.5971,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0067_fullLGS_trs.sav,57112.59902071759,197.0526,49.98688,57112.59983796296,57112.59947916668,57112.57458333334,57112.59930555557,0.22,0.45,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,12.0,288.0,-0.07,10.0,615.6
c0069.fits,0.218,417.0,71.32,57112.600479999994,15marlgs,1.6062,2.8,10,Kp,160.59779,0.250,0.020,512.590,649.477,512.590,649.477,440,1.002687,13.505893,282.7,424,-0.6158,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0069_fullLGS_trs.sav,57112.60048929398,166.29533,36.69522,57112.600891203714,57112.600543981476,57112.57458333334,57112.600694444445,0.22,0.42,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,13.0,297.0,-0.08,11.0,615.6
c0071.fits,0.192,434.2,79.7,57112.60194,15marlgs,1.60058,2.8,10,Kp,161.14563,0.250,0.020,511.190,649.493,511.190,649.493,440,0.998920,13.828159,183.1,386,-0.6344,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0071_fullLGS_trs.sav,57112.60198532407,179.18687,47.29227,57112.601956018516,57112.6016087963,57112.57458333334,57112.60208333332,0.22,0.41,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,15.0,298.0,-0.13,12.0,615.6
c0073.fits,0.19699999999999998,431.0,78.34,57112.60344,15marlgs,1.59489,2.8,10,Kp,161.7177,0.250,0.020,510.777,649.745,510.777,649.745,440,0.985742,13.886753,152.6,389,-0.657,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0073_fullLGS_trs.sav,57112.60345083333,187.62286,44.838593,57112.60409722224,57112.603738425925,57112.57458333334,57112.60347222224,0.22,0.39,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,14.0,299.0,-0.21,13.0,615.5
c0075.fits,0.209,423.1,76.32,57112.60491,15marlgs,1.58962,2.8,10,Kp,162.27702,0.250,0.020,510.463,649.695,510.463,649.695,440,1.016460,13.652378,167.9,403,-0.6581,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0075_fullLGS_trs.sav,57112.60491809028,179.1616,41.02487,57112.60515046297,57112.60480324074,57112.57458333334,57112.60486111111,0.22,0.41,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,16.0,299.0,-0.27,12.0,615.5
c0077.fits,0.172,448.3,83.98,57112.60639,15marlgs,1.58447,2.8,10,Kp,162.84667,0.250,0.020,509.872,648.766,509.872,648.766,440,0.984234,13.476596,209.9,509,-0.6733,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0077_fullLGS_trs.sav,57112.606398958334,157.99216,39.96021,57112.60622685184,57112.60587962963,57112.57458333334,57112.60625,0.22,0.41,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,16.0,299.0,-0.31,13.0,615.5
c0079.fits,0.171,449.1,83.15,57112.60789,15marlgs,1.57948,2.8,10,Kp,163.42661,0.250,0.020,510.896,649.502,510.896,649.502,440,0.936227,14.091832,180.5,402,-0.6863,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0079_fullLGS_trs.sav,57112.607906944446,185.79555,59.700054,57112.608368055546,57112.607997685176,57112.57458333334,57112.60763888888,0.22,0.46,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,16.0,299.0,-0.34,12.0,615.5
c0081.fits,0.20800000000000002,423.9,75.94,57112.609370000006,15marlgs,1.57484,2.8,10,Kp,164.00033,0.250,0.020,511.593,649.676,511.593,649.676,440,1.055246,13.886753,150.4,392,-0.6878,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0081_fullLGS_trs.sav,57112.60937733796,183.31459,47.831413,57112.6094212963,57112.610138888886,57112.57458333334,57112.60902777778,0.22,0.48,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,18.0,299.0,-0.33,11.0,615.6
c0083.fits,0.223,414.1,72.94,57112.61098,15marlgs,1.56994,2.8,10,Kp,164.63196,0.250,0.020,511.355,649.350,511.355,649.350,440,0.950714,13.886753,168.6,416,-0.6906,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0083_fullLGS_trs.sav,57112.610994166665,166.22488,51.698555,57112.610486111116,57112.610138888886,57112.57458333334,57112.61111111112,0.22,0.48,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,15.0,300.0,-0.31,14.0,615.6
c0085.fits,0.225,413.2,71.92,57112.612460000004,15marlgs,1.56557,2.8,10,Kp,165.21206,0.250,0.020,511.436,649.070,511.436,649.070,440,0.971260,14.003941,156.3,405,-0.6863,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0085_fullLGS_trs.sav,57112.61246795139,165.58475,54.058605,57112.612627314826,57112.612268518526,57112.57458333334,57112.6125,0.22,0.54,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,16.0,300.0,-0.39,13.0,615.6
c0087.fits,0.20600000000000002,424.9,83.26,57112.61392999999,15marlgs,1.56151,2.8,10,Kp,165.7927,0.250,0.020,511.067,648.673,511.067,648.673,440,0.966149,13.652378,167.3,413,-0.6968,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0087_fullLGS_trs.sav,57112.61393755787,127.81793,33.348373,57112.613680555565,57112.61439814815,57112.57458333334,57112.61388888889,0.22,0.46,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,16.0,300.0,-0.48,14.0,615.6
c0089.fits,0.24,403.7,70.3,57112.6154,15marlgs,1.55759,2.8,10,Kp,166.37615,0.250,0.020,511.985,648.846,511.985,648.846,440,0.916450,14.003941,140.6,371,-0.6871,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0089_fullLGS_trs.sav,57112.615408819445,144.77275,56.95947,57112.615810185176,57112.61545138888,57112.57458333334,57112.615277777775,0.22,0.52,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,16.0,301.0,-0.56,13.0,615.6
c0091.fits,0.192,434.2,79.65,57112.61693,15marlgs,1.55383,2.8,10,Kp,166.98654,0.250,0.020,511.514,649.398,511.514,649.398,440,0.962886,14.033238,124.1,398,-0.7062,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0091_fullLGS_trs.sav,57112.61693856482,170.34631,74.50099,57112.616875,57112.616527777776,57112.57458333334,57112.61666666668,0.22,0.47,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,15.0,301.0,-0.6,13.0,615.6
c0093.fits,0.23199999999999998,408.5,68.48,57112.61852999999,15marlgs,1.54997,2.8,10,Kp,167.6266,0.250,0.020,512.297,648.949,512.297,648.949,440,1.019893,13.769565,161.5,440,-0.7316,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0093_fullLGS_trs.sav,57112.61853875,182.14226,60.072384,57112.6190162037,57112.61865740741,57112.57458333334,57112.61875,0.22,0.39,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,16.0,301.0,-0.69,13.0,615.6
c0095.fits,0.244,401.6,69.8,57112.62,15marlgs,1.5466,2.8,10,Kp,168.22088,0.250,0.020,511.978,649.432,511.978,649.432,440,0.865938,14.179723,151.1,446,-0.7554,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0095_fullLGS_trs.sav,57112.62001427083,145.60875,32.28678,57112.620069444434,57112.61972222224,57112.57458333334,57112.62013888889,0.22,0.39,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,16.0,300.0,-0.72,14.0,615.6
c0097.fits,0.242,403.0,71.65,57112.621470000006,15marlgs,1.54347,2.8,10,Kp,168.81199,0.250,0.020,512.661,648.976,512.661,648.976,440,0.977561,13.769565,154.6,493,-0.7787,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0097_fullLGS_trs.sav,57112.62147932871,146.84573,53.510128,57112.62113425926,57112.62185185184,57112.57458333334,57112.621527777774,0.22,0.36,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,15.0,300.0,-0.77,15.0,615.6
c0099.fits,0.26899999999999996,387.6,65.04,57112.62293,15marlgs,1.54057,2.8,10,Kp,169.40328,0.250,0.020,512.959,648.885,512.959,648.885,440,0.923980,14.003941,212.3,440,-0.8001,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0099_fullLGS_trs.sav,57112.62293957176,145.7345,42.6116,57112.62327546296,57112.62291666668,57112.57458333334,57112.62291666668,0.22,0.44,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,15.0,300.0,-0.87,17.0,615.6
c0101.fits,0.239,404.7,66.14,57112.624410000004,15marlgs,1.53774,2.8,10,Kp,170.00407,0.250,0.020,511.918,649.406,511.918,649.406,440,0.951335,14.033238,203.8,494,-0.7968,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0101_fullLGS_trs.sav,57112.62441804398,135.79434,47.33726,57112.62541666668,57112.623993055546,57112.57458333334,57112.624305555546,0.22,0.38,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,15.0,300.0,-0.96,18.0,615.6
c0103.fits,0.242,403.0,68.61,57112.625889999996,15marlgs,1.53504,2.8,10,Kp,170.61196,0.250,0.020,512.538,649.088,512.538,649.088,440,0.890924,13.710971,182.5,459,-0.826,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0103_fullLGS_trs.sav,57112.62590076389,154.40392,79.2361,57112.62541666668,57112.62612268519,57112.57458333334,57112.625694444454,0.22,0.32,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,16.0,300.0,-1.01,17.0,615.6
c0105.fits,0.192,434.2,68.84,57112.62734,15marlgs,1.53269,2.8,10,Kp,171.20432,0.250,0.020,513.302,648.559,513.302,648.559,440,0.940849,14.033238,173.1,415,-0.8204,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0105_fullLGS_trs.sav,57112.62734989583,779.8037,1039.47,57112.62646990741,57112.6271875,57112.57458333334,57112.62708333332,0.22,0.34,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,18.0,300.0,-1.01,14.0,615.6
c0107.fits,0.233,408.3,68.82,57112.62906,15marlgs,1.53007,2.8,10,Kp,171.90853,0.250,0.020,511.599,649.083,511.599,649.083,440,1.008634,13.710971,164.6,485,-0.8176,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0107_fullLGS_trs.sav,57112.6290646412,153.15926,52.10221,57112.62646990741,57112.62954861111,57112.57458333334,57112.62916666666,0.22,0.38,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,19.0,301.0,-0.85,13.0,615.7
c0109.fits,0.23199999999999998,408.6,68.87,57112.63051,15marlgs,1.52799,2.8,10,Kp,172.50963,0.250,0.020,512.075,649.815,512.075,649.815,440,1.016225,13.769565,129.0,465,-0.8217,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0109_fullLGS_trs.sav,57112.630524988424,146.3519,55.064545,57112.62646990741,57112.630625,57112.57458333334,57112.63055555557,0.22,0.37,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,19.0,301.0,-0.73,12.0,615.7
c0111.fits,0.244,401.8,66.61,57112.631989999994,15marlgs,1.52611,2.8,10,Kp,173.11991,0.250,0.020,513.388,649.313,513.388,649.313,440,0.963838,13.505893,147.4,444,-0.8275,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0111_fullLGS_trs.sav,57112.63199814815,158.67676,81.74223,57112.62646990741,57112.631689814814,57112.57458333334,57112.631944444445,0.22,0.4,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,19.0,301.0,-0.61,12.0,615.7
c0113.fits,0.203,427.2,72.65,57112.633610000004,15marlgs,1.52412,2.8,10,Kp,173.79207,0.250,0.020,513.508,649.260,513.508,649.260,440,0.922417,14.033238,147.9,472,-0.8528,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0113_fullLGS_trs.sav,57112.63361827546,136.94691,29.856657,57112.62646990741,57112.633831018524,57112.57458333334,57112.63333333332,0.22,0.43,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,18.0,300.0,-0.55,12.0,615.7
c0115.fits,0.256,394.5,65.66,57112.63506,15marlgs,1.52258,2.8,10,Kp,174.39252,0.250,0.020,513.473,648.806,513.473,648.806,440,0.946268,13.828159,180.4,420,-0.8358,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0115_fullLGS_trs.sav,57112.6350666088,155.75243,74.8891,57112.62646990741,57112.63489583332,57112.57458333334,57112.63472222224,0.22,0.36,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,18.0,301.0,-0.51,12.0,615.8
c0117.fits,0.21899999999999997,417.0,71.34,57112.63652000001,15marlgs,1.52124,2.8,10,Kp,174.99917,0.250,0.020,513.517,649.223,513.517,649.223,440,0.894246,13.681675,136.7,452,-0.83,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0117_fullLGS_trs.sav,57112.63652505787,135.98463,63.27051,57112.62646990741,57112.63596064816,57112.57458333334,57112.636805555565,0.22,0.36,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,19.0,301.0,-0.46,11.0,615.7
c0119.fits,0.22899999999999998,410.5,70.24,57112.6381,15marlgs,1.51991,2.8,10,Kp,175.65746,0.250,0.020,513.268,649.072,513.268,649.072,440,0.987669,13.740268,116.8,422,-0.8463,/g/lu/data/keck_telemetry/20150331/sdata902/nirc9/2015mar31_C/n0119_fullLGS_trs.sav,57112.63810646991,170.29457,97.06907,57112.62646990741,57112.638090277775,57112.57458333334,57112.638194444444,0.22,0.32,9.969999999999999e-22,3.24e-22,6.840000000000001e-19,3.48e-14,2.27e-14,8.559999999999999e-15,0.25,19.0,301.0,-0.41,11.0,615.8
c1004.fits,0.198,430.2,78.73,57113.57406,15marlgs2,1.73116,2.8,10,Kp,152.17085,0.250,0.100,513.573,708.585,616.140,421.268,440,1.040770,13.886753,339.5,781,-1.5924,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1004_fullLGS_trs.sav,57113.57407002315,294.03973,64.367325,57113.57497685184,57113.575682870374,57113.57532407408,57113.574305555565,0.27,0.39,1.44e-21,2.35e-22,1.38e-19,5.51e-16,2.32e-14,1.37e-14,0.18,20.0,336.0,0.65,8.0,615.2
c1006.fits,0.21899999999999997,416.5,73.41,57113.57765,15marlgs2,1.70781,2.8,10,Kp,153.382,0.250,0.100,516.484,709.094,619.084,421.957,440,0.975316,13.623081,177.9,645,-1.5899,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1006_fullLGS_trs.sav,57113.577659699076,229.50182,47.620922,57113.577106481476,57113.576747685176,57113.577453703714,57113.57777777778,0.12,0.79,5.89e-23,5.4e-19,1.5699999999999999e-15,1.62e-14,3.66e-15,2.43e-14,0.2,17.0,332.0,0.68,8.0,615.3
c1008.fits,0.272,385.8,67.04,57113.58126,15marlgs2,1.68611,2.8,10,Kp,154.62355,0.250,0.100,519.673,709.079,622.177,421.944,440,1.017709,13.623081,188.2,552,-1.6131,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1008_fullLGS_trs.sav,57113.5812675,262.5003,49.93465,57113.581342592595,57113.58099537037,57113.58168981481,57113.58125,0.07,0.42,2.6e-23,6.13e-22,5.1200000000000005e-19,1.57e-14,1.16e-14,2.39e-14,0.21,17.0,334.0,0.62,8.0,615.3
c1010.fits,0.24100000000000002,403.4,70.14,57113.584879999995,15marlgs2,1.6659,2.8,10,Kp,155.89124,0.250,0.100,520.913,709.508,623.463,422.298,440,1.033338,13.447299,201.4,798,-1.6312,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1010_fullLGS_trs.sav,57113.58488663194,320.06693,66.32062,57113.58454861112,57113.58525462963,57113.58489583332,57113.58472222223,0.13,0.56,1.91e-16,8.45e-15,3.09e-19,2.44e-14,2.87e-14,1.94e-14,0.28,16.0,334.0,0.68,7.0,615.3
c1012.fits,0.305,368.4,61.63,57113.58847,15marlgs2,1.64747,2.8,10,Kp,157.17376,0.250,0.100,522.913,710.286,625.124,423.114,440,1.057004,13.886753,189.0,709,-1.6542,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1012_fullLGS_trs.sav,57113.58852655093,274.91406,54.82845,57113.58893518519,57113.58857638889,57113.58821759259,57113.58819444443,0.26,0.49,3.21e-22,9.14e-23,2.01e-19,1.86e-14,4.15e-14,1.69e-14,0.27,16.0,331.0,0.71,7.0,615.3
c1014.fits,0.22899999999999998,410.3,69.4,57113.59212,15marlgs2,1.63012,2.8,10,Kp,158.50352,0.250,0.100,522.973,710.134,625.102,423.030,440,1.082676,13.886753,213.8,674,-1.669,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1014_fullLGS_trs.sav,57113.59213386574,194.34927,44.462234,57113.592152777775,57113.591805555545,57113.59251157408,57113.59236111112,0.07,0.43,1.1599999999999999e-21,1.2799999999999999e-20,1.43e-19,1.43e-14,4.73e-14,1.73e-14,0.27,15.0,328.0,0.71,7.0,615.3
c1016.fits,0.149,466.7,86.07,57113.59572999999,15marlgs2,1.6145,2.8,10,Kp,159.83581,0.250,0.100,522.681,708.857,624.866,421.318,440,1.103913,13.652378,171.0,621,-1.7029,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1016_fullLGS_trs.sav,57113.59573700232,193.90305,42.610027,57113.59534722224,57113.59605324074,57113.595694444455,57113.59583333332,0.21,0.67,6.53e-22,2.49e-22,6.06e-20,1.62e-14,4.2000000000000004e-14,1.99e-14,0.27,13.0,323.0,0.68,7.0,615.3
c1018.fits,0.18,442.4,76.9,57113.59933,15marlgs2,1.60013,2.8,10,Kp,161.18973,0.250,0.100,523.244,710.993,625.240,423.796,440,1.103913,13.886753,171.0,833,-1.7313,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1018_fullLGS_trs.sav,57113.59938195602,154.33873,36.197075,57113.59854166666,57113.599247685175,57113.5999537037,57113.59930555557,0.14,0.41,6.74e-22,1.1400000000000002e-22,8.99e-21,1.28e-15,4.19e-14,1.69e-14,0.23,13.0,332.0,0.65,8.0,615.3
c1020.fits,0.11900000000000001,493.6,97.81,57113.60297000001,15marlgs2,1.58692,2.8,10,Kp,162.57817,0.250,0.100,523.153,710.777,625.059,423.201,440,1.103913,13.681675,171.0,626,-1.7377,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1020_fullLGS_trs.sav,57113.60298028935,178.67854,39.862274,57113.6049537037,57113.6024537037,57113.60315972224,57113.60277777777,0.11,0.55,8.55e-24,7.5e-24,4.75e-20,1.46e-16,2.87e-14,1.73e-14,0.2,12.0,337.0,0.65,7.0,615.3
c1022.fits,0.135,478.8,89.36,57113.60657,15marlgs2,1.57505,2.8,10,Kp,163.97236,0.250,0.100,522.960,710.411,625.003,422.570,440,1.103913,14.033238,171.0,707,-1.7447,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1022_fullLGS_trs.sav,57113.60658236111,121.55542,28.845552,57113.60601851853,57113.60673611111,57113.60637731481,57113.60625,0.13,0.47,3.4e-24,5.38e-23,3.5599999999999996e-20,9.999999999999999e-16,2.98e-14,1.71e-14,0.2,11.0,333.0,0.76,7.0,615.3
c1024.fits,0.11199999999999999,500.5,90.59,57113.61032000001,15marlgs2,1.56405,2.8,10,Kp,165.4401,0.250,0.100,522.782,711.746,624.912,424.892,440,1.103913,14.033238,171.0,817,-1.7701,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1024_fullLGS_trs.sav,57113.61032699074,110.118355,25.56769,57113.611354166664,57113.609930555554,57113.61063657407,57113.61041666668,0.25,0.41,9.25e-16,1.02e-14,5.55e-23,8.72e-17,1.45e-14,1.7e-14,0.19,11.0,331.0,0.74,7.0,615.3
c1026.fits,0.066,558.2,198.27,57113.61392999999,15marlgs2,1.55453,2.8,10,Kp,166.87533,0.250,0.100,522.372,711.237,624.634,423.763,440,1.103913,13.886753,171.0,706,-1.7971,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1026_fullLGS_trs.sav,57113.613940034724,115.32807,29.907711,57113.612430555564,57113.61420138889,57113.61384259259,57113.61388888889,0.16,0.43,8.74e-24,2.08e-15,2.68e-15,1.01e-14,1.07e-14,1.61e-14,0.19,11.0,326.0,0.68,7.0,615.3
c1028.fits,-1.0,-1.0,-1.0,57113.61754,15marlgs2,1.54607,2.8,10,Kp,168.32153,0.250,0.100,522.241,710.620,624.621,423.489,440,1.103913,13.828159,171.0,681,-1.8051,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1028_fullLGS_trs.sav,57113.61754777778,152.83752,34.870308,57113.6177662037,57113.617407407415,57113.617048611115,57113.617361111115,0.21,0.4,2.34e-22,3.76e-22,2.43e-15,1.26e-14,2e-14,3.36e-14,0.25,10.0,331.0,0.8,7.0,615.3
c1030.fits,0.044000000000000004,598.4,247.87,57113.62115,15marlgs2,1.53875,2.8,10,Kp,169.78677,0.250,0.100,522.398,708.873,624.660,420.057,440,1.103913,13.593784,171.0,627,-1.8109,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1030_fullLGS_trs.sav,57113.621159675924,172.01712,37.037796,57113.62096064816,57113.62060185184,57113.62130787037,57113.62083333333,0.18,0.61,1.11e-21,1.67e-23,4.4799999999999985e-19,1.26e-15,8.78e-14,2.33e-14,0.34,8.0,333.0,0.87,7.0,615.4
c1032.fits,0.04,605.6,265.1,57113.62476,15marlgs2,1.53248,2.8,10,Kp,171.26218,0.250,0.100,522.612,713.299,624.809,427.793,440,1.103913,13.535190,171.0,701,-1.8126,/g/lu/data/keck_telemetry/20150401/sdata904/nirc9/2015apr01_C/n1032_fullLGS_trs.sav,57113.62477253472,120.133095,29.586992,57113.625243055554,57113.62487268519,57113.624513888884,57113.625,0.32,0.71,7.140000000000002e-21,2.31e-14,1.34e-19,4.79e-15,5.22e-14,1.8000000000000002e-14,0.31,6.0,330.0,1.11,7.0,615.4
c2006.fits,0.217,417.8,77.92,57114.54181,15marlgs2,2.00409,2.8,10,Kp,143.14521,0.250,0.075,517.820,717.080,620.255,430.055,750,1.081199,13.418002,161.9,314,-0.5254,/g/lu/data/keck_telemetry/20150402/sdata903/nirc9/2015apr02_C/n2006_fullLGS_trs.sav,57114.54182021991,316.76086,95.008415,57114.54219907407,57114.54184027777,57114.54148148147,57114.54166666666,0.29,0.45,7.290000000000002e-23,3.79e-16,2.84e-14,4.4e-14,5.04e-15,1.37e-14,0.3,25.0,318.0,-0.05,9.0,614.4
