strehl,fwhm,airmass,az,mass,dimm,wind_speed,wind_direction,temperature,relative_humidity,pressure,train,strehl_RF_pred,strehl_RF_err,strehl_RF_percent_err,fwhm_RF_pred,fwhm_RF_err,fwhm_RF_percent_err
0.293,57.49,1.55328,192.92345,0.11,0.26,4.0,121.0,3.37,9.0,618.6,True,0.2866999999999996,0.006300000000000361,0.02150170648464287,58.139347883597786,-0.649347883597784,-0.01129497101405086
0.258,61.3,1.55469,193.15218,0.23,0.26,3.0,123.0,3.37,9.0,618.6,True,0.2708777777777774,-0.012877777777777377,-0.04991386735572627,60.333016754850135,0.9669832451498621,0.015774604325446365
0.284,56.35,1.55649,193.43606,0.23,0.23,3.0,127.0,3.37,9.0,618.6,False,0.28001111111111077,0.003988888888889208,0.01404538341158172,58.57903527336861,-2.229035273368609,-0.039556970246115514
0.299,56.57,1.55797,193.6641,0.23,0.23,3.0,120.0,3.37,9.0,618.6,True,0.285133333333333,0.013866666666666971,0.04637681159420392,58.02276543209875,-1.4527654320987509,-0.02568084553824909
0.316,54.52,1.55948,193.89289,0.23,0.26,2.0,118.0,3.38,9.0,618.6,False,0.2879444444444442,0.028055555555555778,0.08878340365682208,59.37932098765432,-4.859320987654314,-0.08912914504134839
0.312,55.61,1.56102,194.12093,0.23,0.3,2.0,118.0,3.38,9.0,618.6,False,0.2965950697799249,0.015404930220075108,0.049374776346394575,58.946098765432076,-3.3360987654320766,-0.059990986610898696
0.309,56.66,1.56259,194.34985,0.23,0.3,4.0,111.0,3.4,9.0,618.6,True,0.3058617364465917,0.0031382635534082937,0.010156192729476678,57.789197178130465,-1.1291971781304682,-0.019929353655673637
0.303,58.71,1.56419,194.57785,0.23,0.33,5.0,113.0,3.4,9.0,618.6,True,0.3053009957058512,-0.002300995705851183,-0.0075940452338322875,58.56687654320987,0.1431234567901285,0.00243780372662457
0.309,58.05,1.56618,194.85475,0.23,0.33,5.0,113.0,3.4,9.0,618.6,True,0.30682877348362886,0.0021712265163711386,0.007026623030327309,58.4172654320988,-0.36726543209880447,-0.006326708563286899
0.29600000000000004,57.94,1.5678299999999998,195.07968,0.23,0.33,4.0,128.0,3.37,9.0,618.6,False,0.2962932796564681,-0.00029327965646808174,-0.0009908096502300057,58.825932098765435,-0.8859320987654371,-0.015290509126086246
0.285,58.11,1.56953,195.30734,0.23,0.3,4.0,123.0,3.36,9.0,618.6,True,0.2887568518518519,-0.003756851851851928,-0.013181936322287468,59.027432098765416,-0.917432098765417,-0.015787852327747667
0.302,56.95,1.57125,195.53248,0.23,0.3,3.0,125.0,3.34,9.0,618.7,False,0.2851983333333332,0.01680166666666677,0.05563465783664494,59.51823280423282,-2.5682328042328137,-0.045096273998820255
0.282,59.59,1.57301,195.75822,0.23,0.29,3.0,125.0,3.34,9.0,618.7,True,0.2852516666666665,-0.0032516666666665417,-0.011530732860519652,59.78494708994714,-0.19494708994713505,-0.0032714732328769096
0.298,60.86,1.5748,195.98384,0.23,0.29,3.0,126.0,3.31,9.0,618.7,True,0.2911211111111107,0.006878888888889267,0.02308351976137338,60.38161375661374,0.4783862433862609,0.007860437781568533
0.267,58.92,1.57695,196.24995,0.23,0.28,3.0,129.0,3.3,9.0,618.7,True,0.2711666666666665,-0.004166666666666485,-0.015605493133582341,59.27105820105824,-0.3510582010582368,-0.0059582179405674954
0.272,59.78,1.57879,196.47216,0.23,0.28,3.0,130.0,3.29,9.0,618.7,False,0.2743999999999999,-0.002399999999999902,-0.008823529411764345,58.75478835978838,1.025211640211623,0.017149743061418917
0.287,56.91,1.58067,196.69556,0.23,0.26,3.0,129.0,3.28,10.0,618.7,True,0.28178888888888876,0.005211111111111222,0.018157181571816106,57.87882539682534,-0.9688253968253449,-0.017023816496667454
0.27699999999999997,58.4,1.58257,196.91809,0.23,0.26,3.0,129.0,3.28,10.0,618.7,False,0.28372222222222204,-0.006722222222222074,-0.02426795026072951,58.85138095238089,-0.4513809523808945,-0.007729125896933125
0.27899999999999997,57.95,1.58451,197.14064,0.23,0.26,3.0,129.0,3.29,10.0,618.7,True,0.28166666666666657,-0.002666666666666595,-0.009557945041815754,59.29371428571422,-1.3437142857142206,-0.023187476888942547
0.309,55.81,1.58649,197.36304,0.23,0.26,3.0,129.0,3.29,10.0,618.7,False,0.2848888888888888,0.024111111111111194,0.07802948579647635,59.13260317460313,-3.322603174603131,-0.05953419055013673
0.301,58.58,1.58896,197.63627,0.23,0.37,2.0,130.0,3.31,10.0,618.7,False,0.30030444444444443,0.0006955555555555604,0.0023108157991879085,60.22049206349209,-1.6404920634920899,-0.028004302893343973
0.306,58.06,1.59099,197.85509,0.23,0.37,2.0,127.0,3.33,10.0,618.7,True,0.3053525925925926,0.0006474074074073743,0.0021157104817234457,59.06571428571433,-1.0057142857143262,-0.017321982185916743
0.315,56.27,1.59306,198.0753,0.23,0.37,2.0,133.0,3.35,9.0,618.7,True,0.3089970370370373,0.00600296296296271,0.0190570252792467,57.717788359788415,-1.4477883597884116,-0.025729311529916678
0.315,57.96,1.5951799999999998,198.29701,0.23,0.37,1.0,128.0,3.39,9.0,618.7,False,0.3053925925925926,0.009607407407407398,0.03049970605526158,58.930399470899495,-0.9703994708994941,-0.016742571961688994
0.299,58.12,1.59731,198.516,0.23,0.26,1.0,127.0,3.42,9.0,618.7,True,0.29542222222222214,0.0035777777777778463,0.011965811965812196,59.174288359788314,-1.0542883597883161,-0.018139854779564972
0.314,58.54,1.59949,198.736,0.16,0.26,1.0,124.0,3.45,9.0,618.7,True,0.30101111111111106,0.012988888888888939,0.04136588818117496,59.5536865079365,-1.013686507936498,-0.01731613440274168
0.256,61.52,1.60237,199.02085,0.12,0.25,1.0,120.0,3.48,8.0,618.8,True,0.2594111111111112,-0.003411111111111198,-0.013324652777778117,62.602888888888984,-1.0828888888889807,-0.01760222511197953
0.261,62.59,1.6046,199.23711,0.12,0.22,1.0,120.0,3.48,8.0,618.8,True,0.26123333333333315,-0.0002333333333331411,-0.0008939974457208471,62.739666666666736,-0.14966666666673234,-0.0023912233051083614
0.27699999999999997,59.57,1.60689,199.45449,0.06,0.22,2.0,120.0,3.49,8.0,618.8,False,0.24926666666666647,0.0277333333333335,0.10012033694344225,65.18088888888893,-5.61088888888893,-0.09418984201592966
0.218,69.09,1.6092,199.67161,0.06,0.24,3.0,122.0,3.49,8.0,618.8,True,0.23036666666666664,-0.012366666666666637,-0.05672782874617723,66.95987777777785,2.1301222222221554,0.03083112204692655
