strehl,fwhm,airmass,az,mass,dimm,wind_speed,wind_direction,temperature,relative_humidity,pressure
0.258,73.51,1.94887,144.45925,0.21,0.42,10.0,136.0,3.04,16.0,619.1
0.243,74.43,1.9423700000000002,144.62854,0.26,0.42,11.0,136.0,3.06,16.0,619.1
0.28800000000000003,67.43,1.93595,144.79848,0.16,0.33,11.0,139.0,3.08,16.0,619.1
0.318,63.54,1.92957,144.96912,0.16,0.5,11.0,137.0,3.1,16.0,619.1
0.31,65.3,1.9232099999999999,145.14039,0.18,0.5,11.0,136.0,3.13,16.0,619.1
0.328,61.69,1.91645,145.32665,0.18,0.48,13.0,52.0,3.15,16.0,619.1
0.32299999999999995,64.08,1.9102700000000001,145.50106,0.18,0.48,13.0,52.0,3.15,16.0,619.1
0.28300000000000003,68.86,1.90421,145.67434,0.18,0.47,14.0,134.0,3.16,16.0,619.1
0.318,63.11,1.8981400000000002,145.84826,0.11,0.47,13.0,138.0,3.15,16.0,619.1
0.324,62.85,1.8922599999999998,146.0229,0.11,0.47,13.0,136.0,3.11,16.0,619.1
0.29100000000000004,66.44,1.8864,146.19818999999998,0.11,0.51,13.0,87.0,3.08,16.0,619.1
0.301,64.32,1.8797,146.40121000000002,0.11,0.51,13.0,135.0,3.04,16.0,619.1
0.268,71.55,1.87392,146.5779,0.13,0.51,13.0,135.0,3.0,16.0,619.0
0.328,61.9,1.8683299999999998,146.75525,0.13,0.54,13.0,135.0,3.0,16.0,619.0
0.326,63.62,1.8626900000000002,146.93329,0.13,0.54,12.0,113.0,2.96,16.0,619.0
0.279,68.29,1.8571099999999998,147.11373999999998,0.14,0.54,13.0,103.0,2.94,16.0,619.0
0.279,68.93,1.8517,147.29308,0.17,0.54,13.0,136.0,2.92,16.0,619.0
0.28300000000000003,67.26,1.8459400000000001,147.48627,0.17,0.37,12.0,136.0,2.91,16.0,619.0
0.279,67.78,1.84024,147.67821,0.16,0.37,11.0,134.0,2.92,16.0,619.0
0.28,67.08,1.83502,147.85957,0.16,0.37,11.0,136.0,2.94,16.0,619.0
0.289,64.69,1.8297400000000001,148.04352,0.1,0.32,11.0,136.0,2.95,16.0,619.0
0.332,61.04,1.82456,148.22817,0.1,0.32,11.0,136.0,2.95,16.0,619.0
0.335,59.9,1.8195299999999999,148.41155,0.15,0.32,12.0,136.0,2.97,16.0,619.0
0.322,63.54,1.8142900000000002,148.6032,0.15,0.39,13.0,140.0,2.98,16.0,618.9
0.311,64.78,1.80945,148.78796,0.15,0.44,13.0,138.0,2.97,16.0,619.0
0.365,57.55,1.8044900000000001,148.97338,0.17,0.44,14.0,132.0,2.95,16.0,618.9
0.34,59.66,1.7997,149.15755,0.17,0.44,14.0,2.0,2.91,16.0,618.9
0.342,59.57,1.79493,149.34431999999998,0.2,0.61,14.0,2.0,2.91,16.0,618.9
0.332,61.24,1.7902200000000001,149.53169,0.2,0.61,14.0,132.0,2.86,16.0,618.9
0.374,56.13,1.7851700000000001,149.73721,0.13,0.61,13.0,0.0,2.82,16.0,618.9
0.35200000000000004,58.21,1.7805,149.92605,0.17,0.57,13.0,23.0,2.78,16.0,618.9
0.344,60.76,1.7760099999999999,150.11747,0.17,0.57,14.0,4.0,2.75,16.0,618.9
0.345,60.2,1.7714900000000002,150.30955,0.2,0.48,15.0,41.0,2.72,16.0,618.9
0.335,61.89,1.7669599999999999,150.50036,0.2,0.51,14.0,136.0,2.69,16.0,618.9
0.28800000000000003,67.64,1.7626099999999998,150.68985,0.2,0.51,14.0,136.0,2.67,16.0,618.9
0.336,60.24,1.75794,150.89998,0.2,0.4,14.0,136.0,2.67,16.0,618.9
0.35200000000000004,59.4,1.7536599999999998,151.09282,0.2,0.4,14.0,136.0,2.67,16.0,618.9
0.317,63.86,1.74942,151.28636,0.18,0.48,14.0,134.0,2.68,16.0,618.9
0.332,61.52,1.74528,151.48051,0.18,0.48,14.0,135.0,2.68,16.0,618.9
0.349,59.86,1.7411900000000002,151.67533999999998,0.18,0.41,14.0,137.0,2.69,16.0,618.9
0.322,63.85,1.7370400000000001,151.87287,0.18,0.41,13.0,137.0,2.7,16.0,618.9
0.358,58.71,1.73268,152.08321999999998,0.19,0.41,13.0,137.0,2.71,16.0,618.9
0.355,58.68,1.7287599999999999,152.28011,0.19,0.35,13.0,137.0,2.71,16.0,618.9
0.343,60.04,1.7247700000000001,152.47966,0.19,0.35,12.0,122.0,2.74,16.0,618.9
0.345,60.75,1.72069,152.69044,0.19,0.35,12.0,138.0,2.78,16.0,618.9
0.35100000000000003,60.6,1.71678,152.89516,0.25,0.35,12.0,83.0,2.81,16.0,618.9
0.349,60.18,1.71301,153.09468999999999,0.23,0.35,11.0,95.0,2.85,16.0,618.9
0.348,60.04,1.7087299999999999,153.31955,0.23,0.31,11.0,135.0,2.89,16.0,618.8
0.321,62.46,1.70507,153.52049,0.14,0.31,12.0,135.0,2.92,17.0,618.8
0.309,64.45,1.70147,153.72207,0.14,0.36,12.0,133.0,2.94,16.0,618.8
0.319,61.95,1.69792,153.9243,0.21,0.36,12.0,133.0,2.94,16.0,618.8
0.348,62.26,1.69429,154.12922,0.21,0.31,13.0,0.0,2.95,16.0,618.8
0.366,58.6,1.6907299999999998,154.33908,0.12,0.31,12.0,1.0,2.94,16.0,618.8
0.312,64.81,1.68697,154.56018999999998,0.18,0.31,12.0,37.0,2.92,16.0,618.8
0.338,61.18,1.68356,154.76503,0.18,0.48,11.0,23.0,2.91,16.0,618.8
0.327,62.84,1.68023,154.97055,0.17,0.48,10.0,0.0,2.91,16.0,618.8
0.337,61.42,1.67688,155.17668999999998,0.17,0.48,10.0,118.0,2.91,16.0,618.7
0.295,66.26,1.6734099999999998,155.39915,0.19,0.3,10.0,128.0,2.89,16.0,618.7
0.361,59.6,1.6702099999999998,155.6058,0.19,0.3,10.0,128.0,2.89,16.0,618.7
0.35100000000000003,58.9,1.66667,155.83324,0.06,0.3,11.0,126.0,2.87,16.0,618.7
0.326,62.13,1.6635400000000002,156.0398,0.06,0.3,10.0,0.0,2.86,16.0,618.7
0.339,60.43,1.66022,156.26436,0.06,0.41,10.0,133.0,2.87,16.0,618.7
0.298,64.88,1.6571799999999999,156.47441,0.24,0.41,10.0,86.0,2.88,16.0,618.7
0.29100000000000004,65.98,1.65419,156.68513000000002,0.24,0.35,9.0,126.0,2.91,16.0,618.7
0.32,62.85,1.65124,156.89639,0.09,0.35,9.0,2.0,2.91,16.0,618.7
0.344,58.22,1.6480000000000001,157.12582,0.09,0.35,8.0,122.0,2.9,16.0,618.7
0.262,69.24,1.6450900000000002,157.3384,0.3,0.35,8.0,122.0,2.9,16.0,618.7
0.28,68.36,1.6421299999999999,157.55823,0.41,0.45,8.0,122.0,2.89,16.0,618.7
0.35100000000000003,58.86,1.63933,157.77205,0.41,0.55,8.0,112.0,2.91,16.0,618.7
0.398,55.75,1.63656,157.98423,0.44,0.55,8.0,124.0,2.92,16.0,618.7
0.418,55.13,1.63382,158.20145,0.44,0.55,8.0,20.0,2.95,16.0,618.7
0.396,56.05,1.63091,158.43274,0.23,0.41,7.0,1.0,2.97,16.0,618.6
0.414,54.36,1.62827,158.64898,0.23,0.41,8.0,124.0,3.0,16.0,618.6
0.398,55.29,1.62566,158.86581999999999,0.24,0.41,8.0,124.0,3.0,16.0,618.6
0.362,58.09,1.62309,159.08111,0.37,0.44,9.0,0.0,3.02,16.0,618.6
0.374,56.83,1.62045,159.29906,0.37,0.44,9.0,124.0,3.04,16.0,618.6
0.3720000000000001,57.86,1.61794,159.51766999999998,0.26,0.46,9.0,0.0,3.03,16.0,618.6
0.382,57.48,1.61527,159.75486,0.26,0.46,8.0,33.0,3.02,16.0,618.6
0.391,56.72,1.61283,159.97461,0.32,0.43,8.0,119.0,3.0,16.0,618.6
0.385,56.86,1.6104100000000001,160.19728999999998,0.32,0.43,7.0,64.0,3.02,16.0,618.6
0.354,59.93,1.60802,160.41822,0.2,0.43,7.0,64.0,3.02,16.0,618.6
0.408,55.63,1.60575,160.63974,0.24,0.4,8.0,55.0,3.06,16.0,618.6
0.382,57.65,1.6034,160.86413000000002,0.24,0.4,9.0,118.0,3.15,16.0,618.5
0.3720000000000001,59.49,1.60035,161.16279,0.24,0.48,9.0,114.0,3.26,16.0,618.5
0.3720000000000001,58.04,1.59815,161.38616000000002,0.24,0.41,9.0,124.0,3.36,16.0,618.5
0.371,58.33,1.59589,161.61012,0.18,0.41,8.0,121.0,3.42,16.0,618.5
0.3670000000000001,57.49,1.5937700000000001,161.8346,0.17,0.41,9.0,119.0,3.45,15.0,618.5
0.292,66.04,1.59158,162.05959,0.17,0.36,9.0,119.0,3.46,15.0,618.5
0.314,64.2,1.5895,162.28284,0.17,0.36,10.0,124.0,3.46,15.0,618.5
0.317,61.77,1.5873700000000002,162.52048,0.17,0.39,10.0,124.0,3.46,15.0,618.5
0.318,64.12,1.5853700000000002,162.74483,0.17,0.39,11.0,114.0,3.47,15.0,618.5
0.339,59.73,1.5834,162.97431,0.17,0.39,12.0,120.0,3.48,15.0,618.5
0.324,61.65,1.58142,163.20201,0.17,0.39,11.0,78.0,3.47,15.0,618.5
0.324,62.23,1.57952,163.43013,0.17,0.34,12.0,114.0,3.46,15.0,618.4
0.339,60.71,1.57759,163.65884,0.25,0.34,12.0,118.0,3.45,16.0,618.4
0.31,64.2,1.5755299999999999,163.90948,0.25,0.38,12.0,93.0,3.43,16.0,618.4
0.339,60.08,1.57371,164.13683999999998,0.25,0.38,12.0,93.0,3.43,16.0,618.4
0.335,61.16,1.5719100000000001,164.36701000000002,0.25,0.38,12.0,118.0,3.4,16.0,618.4
0.35200000000000004,58.47,1.57016,164.59769,0.25,0.42,12.0,0.0,3.37,16.0,618.4
0.34700000000000003,59.38,1.56831,164.84315,0.25,0.42,11.0,0.0,3.34,16.0,618.4
0.308,63.96,1.56661,165.0748,0.25,0.42,10.0,124.0,3.31,16.0,618.4
0.256,73.87,1.56473,165.32831000000002,0.06,0.35,10.0,126.0,3.28,16.0,618.4
0.391,55.85,1.56318,165.56095,0.06,0.35,10.0,8.0,3.25,16.0,618.4
0.379,58.06,1.56156,165.79645,0.06,0.35,10.0,8.0,3.25,16.0,618.4
0.338,62.87,1.5599,166.02757,0.06,0.41,11.0,11.0,3.21,16.0,618.4
0.401,56.15,1.55834,166.26156,0.06,0.39,11.0,126.0,3.17,16.0,618.4
0.388,57.31,1.55682,166.49594,0.06,0.39,11.0,108.0,3.14,16.0,618.4
0.398,56.17,1.55531,166.75038999999998,0.06,0.39,9.0,124.0,3.09,16.0,618.4
0.403,56.35,1.55382,166.98328,0.06,0.42,8.0,9.0,3.02,16.0,618.4
0.42,54.61,1.5523799999999999,167.2214,0.12,0.42,9.0,127.0,2.93,16.0,618.4
0.394,57.26,1.55092,167.45754,0.12,0.42,9.0,127.0,2.93,16.0,618.4
0.403,56.25,1.54959,167.69406,0.12,0.42,9.0,126.0,2.85,16.0,618.4
0.402,56.62,1.54825,167.93098,0.12,0.43,9.0,125.0,2.77,16.0,618.4
0.385,57.79,1.54682,168.19274,0.12,0.43,8.0,124.0,2.69,16.0,618.4
0.385,57.81,1.54554,168.43053,0.23,0.41,8.0,116.0,2.61,16.0,618.4
0.392,57.22,1.5443,168.6686,0.23,0.41,8.0,127.0,2.56,17.0,618.4
0.4,56.37,1.54306,168.90956,0.23,0.41,8.0,0.0,2.51,17.0,618.4
0.3720000000000001,58.69,1.54176,169.15087,0.06,0.42,8.0,125.0,2.48,17.0,618.4
0.398,56.15,1.54063,169.39253,0.25,0.42,8.0,125.0,2.48,17.0,618.4
0.387,57.33,1.53936,169.65423,0.25,0.41,8.0,124.0,2.45,17.0,618.4
0.41,55.42,1.53823,169.89421000000002,0.19,0.41,8.0,118.0,2.44,17.0,618.4
0.401,56.2,1.53719,170.13441,0.19,0.43,8.0,121.0,2.43,17.0,618.4
0.393,56.05,1.5361200000000002,170.37503,0.27,0.43,8.0,126.0,2.45,17.0,618.4
0.41,55.02,1.53516,170.61594,0.27,0.43,8.0,117.0,2.48,17.0,618.4
0.409,55.86,1.5341,170.85718,0.09,0.42,9.0,118.0,2.51,17.0,618.4
0.389,56.39,1.53306,171.1162,0.09,0.42,9.0,118.0,2.51,17.0,618.4
0.363,59.01,1.53211,171.36057,0.11,0.42,9.0,117.0,2.54,17.0,618.4
0.381,56.72,1.5312700000000001,171.60268,0.11,0.47,9.0,117.0,2.54,17.0,618.4
0.309,63.65,1.53036,171.84519,0.11,0.46,8.0,120.0,2.54,17.0,618.3
0.35700000000000004,59.67,1.5294299999999998,172.08536,0.11,0.46,9.0,126.0,2.57,17.0,618.3
0.35200000000000004,58.96,1.5286799999999998,172.32836,0.11,0.51,9.0,115.0,2.6,17.0,618.3
0.32299999999999995,62.85,1.52783,172.58393999999998,0.14,0.51,10.0,113.0,2.64,17.0,618.3
0.299,66.72,1.52702,172.82743,0.14,0.48,10.0,113.0,2.64,17.0,618.3
0.406,54.58,1.5263,173.07116000000002,0.14,0.48,10.0,121.0,2.69,17.0,618.3
0.403,54.89,1.52557,173.31513,0.06,0.43,10.0,113.0,2.74,17.0,618.3
0.384,57.21,1.52485,173.55929,0.06,0.43,10.0,109.0,2.79,17.0,618.3
0.362,59.07,1.5242200000000001,173.80369,0.06,0.57,10.0,35.0,2.84,17.0,618.3
0.343,61.22,1.52349,174.0712,0.26,0.53,11.0,18.0,2.87,17.0,618.3
0.355,59.16,1.52288,174.31343999999999,0.26,0.53,12.0,95.0,2.88,18.0,618.3
0.316,62.51,1.52226,174.56094,0.26,0.43,12.0,95.0,2.88,18.0,618.3
0.302,65.74,1.5217399999999999,174.80863,0.26,0.43,13.0,108.0,2.89,18.0,618.3
0.254,71.16,1.52112,175.07676,0.09,0.55,12.0,105.0,2.9,18.0,618.3
0.197,78.34,1.52061,175.32985,0.09,0.55,14.0,98.0,2.9,18.0,618.3
0.23,73.07,1.52009,175.59563,0.06,0.47,14.0,87.0,2.91,19.0,618.3
0.222,74.95,1.5196399999999999,175.84146,0.06,0.47,13.0,106.0,2.91,18.0,618.3
0.204,78.7,1.5192700000000001,176.08743,0.15,0.49,13.0,67.0,2.91,18.0,618.3
0.234,72.17,1.51884,176.33348999999998,0.15,0.49,12.0,51.0,2.91,19.0,618.3
0.246,72.31,1.5184600000000001,176.58226000000002,0.26,0.49,12.0,51.0,2.91,19.0,618.3
0.3,64.62,1.51813,176.82856999999998,0.26,0.49,12.0,2.0,2.9,19.0,618.3
0.293,65.92,1.51775,177.11319,0.26,0.49,10.0,33.0,2.88,19.0,618.3
0.321,63.28,1.51744,177.35974,0.12,0.51,11.0,118.0,2.86,19.0,618.2
0.313,63.06,1.5172,177.60636,0.12,0.51,11.0,120.0,2.84,19.0,618.2
0.293,64.08,1.51694,177.85308,0.12,0.51,11.0,62.0,2.83,19.0,618.2
0.358,59.12,1.51673,178.09989,0.12,0.65,12.0,130.0,2.82,20.0,618.2
0.29,65.98,1.51661,178.34932,0.12,0.65,12.0,111.0,2.79,19.0,618.2
0.309,64.64,1.51641,178.61658,0.21,0.46,12.0,111.0,2.79,19.0,618.2
0.332,61.79,1.51626,178.86359,0.21,0.46,11.0,85.0,2.77,20.0,618.2
0.324,61.2,1.51617,179.11059,0.21,0.77,13.0,112.0,2.76,20.0,618.2
0.312,64.06,1.51607,179.35764,0.21,0.41,12.0,116.0,2.75,20.0,618.2
0.345,59.66,1.51603,179.60471,0.21,0.41,13.0,101.0,2.74,20.0,618.2
0.295,66.69,1.51599,179.85176,0.21,0.58,13.0,97.0,2.73,21.0,618.2
0.299,63.3,1.51599,180.11933,0.21,0.58,11.0,69.0,2.72,20.0,618.2
0.29,65.8,1.516,180.36639,0.22,0.66,11.0,69.0,2.72,20.0,618.2
0.309,62.29,1.51606,180.61346,0.22,0.66,12.0,112.0,2.7,19.0,618.2
0.28800000000000003,66.22,1.51613,180.86049,0.22,0.47,10.0,118.0,2.7,19.0,618.2
0.261,71.38,1.51624,181.1075,0.22,0.47,11.0,122.0,2.7,19.0,618.2
0.249,72.67,1.51634,181.35449,0.22,0.52,13.0,112.0,2.73,19.0,618.2
0.275,66.41,1.51653,181.61403,0.23,0.52,13.0,123.0,2.77,18.0,618.2
0.211,77.89,1.51694,182.10521,0.23,0.63,13.0,2.0,2.81,18.0,618.2
0.255,69.88,1.51716,182.35196000000002,0.19,0.63,13.0,58.0,2.85,18.0,618.2
0.278,67.4,1.51745,182.60116000000002,0.15,0.63,8.0,95.0,2.89,18.0,618.2
0.29,65.78,1.5177,182.8478,0.15,0.58,12.0,53.0,2.93,18.0,618.2
0.31,63.53,1.5180799999999999,183.11457,0.1,0.58,11.0,126.0,2.96,17.0,618.2
0.325,63.5,1.51836,183.36097,0.1,0.59,11.0,65.0,2.99,17.0,618.2
0.317,63.41,1.51878,183.60725,0.26,0.59,13.0,47.0,3.02,17.0,618.2
0.305,65.19,1.51918,183.85596999999999,0.26,0.65,13.0,47.0,3.02,17.0,618.2
0.315,62.84,1.5196,184.10196000000002,0.24,0.65,11.0,106.0,3.05,17.0,618.2
0.327,61.79,1.52,184.34788,0.24,0.61,13.0,114.0,3.06,18.0,618.2
0.223,78.65,1.52051,184.614,0.27,0.61,13.0,102.0,3.07,18.0,618.2
0.221,78.26,1.5210700000000001,184.85961,0.42,0.61,13.0,94.0,3.06,18.0,618.2
0.249,73.03,1.52155,185.10755,0.42,0.69,13.0,19.0,3.06,18.0,618.2
0.242,75.79,1.52217,185.35023999999999,0.22,0.69,12.0,13.0,3.06,18.0,618.2
0.29,68.8,1.52278,185.59781999999998,0.22,0.69,12.0,103.0,3.04,18.0,618.2
0.26,70.08,1.5233,185.84271999999999,0.34,0.58,12.0,103.0,3.04,18.0,618.2
0.238,77.08,1.52405,186.10733000000002,0.34,0.58,11.0,121.0,3.03,18.0,618.2
0.355,60.82,1.52475,186.35173999999998,0.2,0.58,11.0,98.0,3.05,18.0,618.2
0.31,66.7,1.52539,186.59597,0.2,0.48,10.0,64.0,3.06,18.0,618.2
0.287,69.13,1.5261200000000001,186.83746000000002,0.24,0.48,12.0,112.0,3.07,18.0,618.2
0.3,67.68,1.52684,187.0837,0.24,0.62,13.0,98.0,3.09,18.0,618.2
0.243,77.26,1.52768,187.32723000000001,0.26,0.62,13.0,32.0,3.09,18.0,618.2
0.29,67.58,1.52851,187.59065,0.26,0.59,13.0,32.0,3.09,18.0,618.2
0.29600000000000004,67.22,1.52934,187.83366999999998,0.26,0.59,13.0,50.0,3.09,18.0,618.2
0.335,62.2,1.53019,188.07636000000002,0.17,0.47,12.0,1.0,3.1,18.0,618.2
0.279,70.03,1.5311299999999999,188.31873000000002,0.17,0.47,12.0,69.0,3.12,18.0,618.2
0.279,69.24,1.53196,188.5609,0.17,0.6,11.0,122.0,3.12,18.0,618.2
0.3,66.68,1.53292,188.80276,0.17,0.6,13.0,60.0,3.13,18.0,618.2
0.247,75.0,1.53399,189.0639,0.17,0.44,11.0,112.0,3.13,18.0,618.1
0.214,80.72,1.5349899999999999,189.30268,0.17,0.44,11.0,112.0,3.13,18.0,618.1
0.236,72.9,1.53597,189.54348000000002,0.2,0.44,13.0,26.0,3.12,19.0,618.2
0.222,78.02,1.53703,189.78412,0.2,0.66,13.0,117.0,3.12,19.0,618.2
0.209,80.53,1.53816,190.02435,0.2,0.66,15.0,30.0,3.1,19.0,618.2
0.151,92.03,1.5792899999999999,196.48893,0.16,0.63,15.0,77.0,3.32,17.0,618.2
0.192,84.58,1.58115,196.7172,0.16,0.63,13.0,41.0,3.31,17.0,618.2
0.142,97.02,1.58321,196.94495,0.16,0.63,13.0,107.0,3.31,17.0,618.2
0.141,95.93,1.5852,197.17215,0.16,0.63,11.0,126.0,3.31,17.0,618.2
0.151,96.85,1.5872,197.39881,0.16,0.63,14.0,57.0,3.3,17.0,618.3
0.147,91.83,1.58923,197.62501,0.13,0.63,12.0,103.0,3.28,17.0,618.2
0.183,86.55,1.5915,197.86906000000002,0.13,0.54,12.0,67.0,3.28,17.0,618.2
0.193,82.42,1.59361,198.09419,0.13,0.54,12.0,67.0,3.28,17.0,618.2
0.179,90.94,1.59574,198.31876,0.13,0.54,13.0,110.0,3.27,18.0,618.2
0.205,80.58,1.59801,198.54275,0.13,0.54,14.0,77.0,3.26,18.0,618.2
0.153,94.94,1.6002100000000001,198.7662,0.13,0.54,15.0,93.0,3.25,17.0,618.2
0.153,95.24,1.60243,198.98688,0.23,0.54,12.0,43.0,3.24,17.0,618.3
0.197,82.16,1.60491,199.22781,0.23,0.44,11.0,144.0,3.24,18.0,618.3
0.206,80.91,1.6072600000000001,199.44957,0.24,0.44,10.0,1.0,3.24,20.0,618.3
0.21,80.72,1.6096,199.67075,0.24,0.54,10.0,1.0,3.24,20.0,618.3
0.21,74.68,1.62565,158.84018,0.16,0.46,28.0,1.0,2.01,38.0,617.9
0.28300000000000003,64.83,1.6008200000000001,161.09286,0.1,0.51,27.0,334.0,1.98,38.0,617.9
0.245,72.03,1.58481,162.78138,0.22,0.48,29.0,341.0,1.9,38.0,617.8
0.259,67.82,1.5708,164.48245,0.23,0.47,26.0,347.0,1.78,38.0,617.8
0.314,61.58,1.55854,166.21239,0.22,0.5,27.0,334.0,1.69,38.0,617.7
0.261,68.12,1.54792,167.9617,0.31,0.65,26.0,3.0,1.66,38.0,617.6
0.314,61.45,1.5387899999999999,169.74976999999998,0.22,0.49,25.0,353.0,1.63,38.0,617.6
0.282,64.93,1.53126,171.54183999999998,0.3,0.54,28.0,338.0,1.6,38.0,617.5
0.28800000000000003,63.7,1.52524,173.35454,0.27,0.57,30.0,323.0,1.57,37.0,617.5
0.264,67.22,1.52081,175.17441000000002,0.28,0.49,31.0,327.0,1.57,36.0,617.5
0.222,73.85,1.51773,177.00552,0.2,0.59,27.0,324.0,1.59,37.0,617.4
0.244,68.9,1.51601,179.06118999999998,0.15,0.52,25.0,348.0,1.59,38.0,617.4
0.314,60.62,1.5159799999999999,180.93585,0.28,0.55,23.0,0.0,1.58,39.0,617.3
0.268,65.45,1.51745,182.77311,0.16,0.57,24.0,328.0,1.57,39.0,617.2
0.256,68.11,1.52042,184.60536000000002,0.08,0.6,25.0,3.0,1.54,39.0,617.2
0.196,78.07,1.52474,186.4238,0.16,0.5,22.0,335.0,1.53,40.0,617.1
0.249,69.82,1.5306899999999999,188.24258999999998,0.28,0.5,27.0,330.0,1.54,40.0,617.1
0.242,68.79,1.53805,190.03419,0.29,0.58,29.0,326.0,1.57,40.0,617.1
0.21600000000000005,74.38,1.54692,191.81033,0.34,0.41,25.0,342.0,1.6,40.0,617.0
0.177,80.91,1.56034,193.99813999999998,0.51,0.63,28.0,321.0,1.6,41.0,616.9
0.138,93.24,1.57282,195.71936000000002,0.36,0.65,29.0,339.0,1.57,41.0,616.9
0.267,66.88,1.58714,197.41395,0.36,0.65,30.0,323.0,1.56,41.0,616.9
0.192,79.3,1.60324,199.07978,0.3,0.71,25.0,342.0,1.53,41.0,616.9
0.214,74.58,1.62135,200.7307,0.3,0.71,22.0,2.0,1.48,40.0,617.0
0.249,69.15,1.64135,202.33562,0.29,0.62,27.0,344.0,1.45,40.0,617.1
0.153,93.18,1.5718,164.38533999999999,0.4,0.62,7.0,86.0,2.66,25.0,620.5
0.157,93.41,1.57007,164.61598999999998,0.4,0.49,8.0,97.0,2.66,25.0,620.5
0.23,73.13,1.56827,164.84481,0.4,0.49,7.0,95.0,2.65,24.0,620.5
0.121,104.67,1.5665799999999999,165.0765,0.4,0.48,7.0,93.0,2.64,24.0,620.5
0.15,93.87,1.56489,165.30858999999998,0.4,0.48,7.0,93.0,2.64,24.0,620.5
0.16899999999999998,85.63,1.56328,165.53884,0.4,0.48,7.0,95.0,2.63,24.0,620.5
0.127,101.55,1.56134,165.81507,0.4,0.48,8.0,83.0,2.63,24.0,620.5
0.138,95.98,1.55976,166.04869,0.4,0.48,7.0,91.0,2.62,23.0,620.5
0.124,100.16,1.5582,166.285,0.4,0.49,8.0,86.0,2.63,23.0,620.5
0.106,109.37,1.5567600000000001,166.51719,0.4,0.49,8.0,88.0,2.63,23.0,620.5
0.081,134.24,1.55525,166.75194,0.4,0.49,8.0,92.0,2.64,24.0,620.5
0.054000000000000006,174.25,1.54437,168.64338999999998,0.38,0.57,7.0,89.0,2.67,24.0,620.5
0.061,163.0,1.5422799999999999,169.06653,0.43,0.58,9.0,93.0,2.66,23.0,620.5
0.092,107.27,1.5397100000000001,169.58944,0.44,0.51,9.0,95.0,2.67,22.0,620.5
0.077,136.1,1.53826,169.90358999999998,0.44,0.62,8.0,94.0,2.69,24.0,620.5
0.271,67.97,1.5304799999999998,188.15742,0.4,0.78,12.0,73.0,2.37,13.0,620.2
0.274,67.44,1.53275,188.74898000000002,0.44,0.85,12.0,72.0,2.31,13.0,620.2
0.255,71.08,1.5337100000000001,188.99307,0.25,0.85,11.0,69.0,2.29,13.0,620.2
0.263,70.59,1.53473,189.23432,0.25,0.65,12.0,60.0,2.3,13.0,620.2
0.251,70.15,1.5357100000000001,189.47527,0.32,0.65,12.0,62.0,2.3,13.0,620.2
0.319,60.33,1.5367600000000001,189.71338,0.27,0.76,12.0,76.0,2.3,13.0,620.2
0.264,73.6,1.53783,189.95617,0.27,0.76,12.0,76.0,2.3,13.0,620.2
0.23,76.55,1.5389899999999999,190.20842,0.41,0.76,12.0,64.0,2.29,13.0,620.2
0.2,86.48,1.54013,190.44804,0.41,0.85,11.0,44.0,2.27,13.0,620.2
0.239,73.99,1.5412700000000001,190.68774,0.31,0.85,12.0,79.0,2.27,13.0,620.2
0.233,78.36,1.54251,190.92615,0.31,0.75,11.0,70.0,2.27,13.0,620.2
0.307,66.26,1.54374,191.1662,0.19,0.75,12.0,64.0,2.27,13.0,620.2
0.298,66.6,1.54493,191.40197,0.37,0.78,12.0,81.0,2.27,13.0,620.2
0.231,79.58,1.54625,191.65714,0.37,0.78,12.0,69.0,2.27,13.0,620.3
0.246,76.37,1.5476,191.89448000000002,0.28,0.8,12.0,69.0,2.27,13.0,620.3
0.23,80.41,1.5489700000000002,192.12916,0.28,0.77,12.0,87.0,2.27,13.0,620.3
0.233,79.24,1.55027,192.36583000000002,0.36,0.77,13.0,61.0,2.27,13.0,620.3
0.228,81.1,1.5517,192.60459,0.36,0.86,13.0,70.0,2.27,13.0,620.3
0.275,72.97,1.55314,192.83795,0.23,0.86,13.0,89.0,2.27,13.0,620.3
0.333,62.12,1.55472,193.09503,0.25,0.87,13.0,44.0,2.27,13.0,620.3
0.369,58.83,1.55617,193.33241999999998,0.25,0.87,14.0,53.0,2.3,13.0,620.3
0.363,57.9,1.55764,193.567,0.2,0.87,14.0,53.0,2.3,13.0,620.3
0.327,60.62,1.55925,193.80106999999998,0.2,0.66,11.0,73.0,2.32,13.0,620.3
0.332,60.42,1.5607799999999998,194.03724,0.21,0.66,14.0,65.0,2.35,13.0,620.3
0.35600000000000004,57.28,1.5624200000000001,194.27048,0.21,0.69,13.0,76.0,2.37,13.0,620.3
0.322,61.79,1.5641,194.5202,0.16,0.69,13.0,78.0,2.38,13.0,620.4
0.269,69.94,1.5674700000000001,194.98386000000002,0.28,0.75,13.0,49.0,2.36,13.0,620.4
0.341,59.93,1.56922,195.21749,0.33,0.74,13.0,49.0,2.36,13.0,620.4
0.32,62.73,1.57101,195.44619,0.33,0.86,14.0,71.0,2.35,13.0,620.4
0.294,62.73,1.57281,195.67667,0.3,0.86,12.0,81.0,2.33,13.0,620.4
0.254,69.05,1.57476,195.93036999999998,0.35,0.93,13.0,57.0,2.33,13.0,620.4
0.297,61.87,1.57664,196.15741,0.35,0.93,14.0,73.0,2.33,13.0,620.4
0.253,70.65,1.57844,196.38646,0.35,0.83,13.0,63.0,2.34,13.0,620.4
